PartitionKey,RowKey,OrderNumber,OrderNumber@type,Code,Code@type,ValidityFlag,ValidityFlag@type,ShortDescription,ShortDescription@type,LongDescription,LongDescription@type
ICD10,00036733-cd5b-41ed-ad85-87d80a4ea2b2,55349,String,S65599,String,false,Boolean,Other specified injury of blood vessel of unspecified finger,String,Other specified injury of blood vessel of unspecified finger,String
ICD10,000537c5-47dd-4136-a08c-8ccf3cc868ca,54148,,S63253S,,true,,"Unspecified dislocation of left middle finger, sequela",,"Unspecified dislocation of left middle finger, sequela",
ICD10,00065ee2-a8f4-4af3-b3d9-32a1d93077dc,50790,,S61211D,,true,,"Laceration w/o fb of l idx fngr w/o damage to nail, subs",,"Laceration without foreign body of left index finger without damage to nail, subsequent encounter",
ICD10,0006ab45-c3b6-4e28-8050-3887f3660565,74454,,T25721S,,true,,"Corrosion of third degree of right foot, sequela",,"Corrosion of third degree of right foot, sequela",
ICD10,0007abd8-84db-4518-aa58-a519d2f56362,55321,,S65592,,false,,Oth injury of blood vessel of right middle finger,,Other specified injury of blood vessel of right middle finger,
ICD10,000843c2-b33d-4a4c-8eca-da9abfe1b072,54277,,S63285A,,true,,"Dislocation of proximal interphaln joint of l rng fngr, init",,"Dislocation of proximal interphalangeal joint of left ring finger, initial encounter",
ICD10,0008cbe6-3fe5-42ff-b4f0-346eb61ddd53,05451,,F13188,,true,,"Sedative, hypnotic or anxiolytic abuse w oth disorder",,"Sedative, hypnotic or anxiolytic abuse with other sedative, hypnotic or anxiolytic-induced disorder",
ICD10,000b875b-a907-4efa-8234-d93331a2ff35,55310,,S65519D,,true,,"Laceration of blood vessel of unsp finger, subs encntr",,"Laceration of blood vessel of unspecified finger, subsequent encounter",
ICD10,000b98db-b7d8-4b4e-a26d-0a4bc4a801be,15701,,L9712,,false,,Non-pressure chronic ulcer of left thigh,,Non-pressure chronic ulcer of left thigh,
ICD10,000be4e3-b563-4cfc-ba10-d64342f9ba14,41124,,S40251D,,true,,"Superficial foreign body of right shoulder, subs encntr",,"Superficial foreign body of right shoulder, subsequent encounter",
ICD10,000d1b16-76b4-4988-ad9d-c3879b425590,61847,,S82116A,,true,,"Nondisp fx of unsp tibial spine, init for clos fx",,"Nondisplaced fracture of unspecified tibial spine, initial encounter for closed fracture",
ICD10,000ed128-143a-4468-b648-4a40c2f11472,86215,,V1900,,false,,Pedal cycle driver injured in collision w unsp mv nontraf,,Pedal cycle driver injured in collision with unspecified motor vehicles in nontraffic accident,
ICD10,000ee9cf-31d2-4f55-b5b3-ae216d479412,31777,,S01319,,false,,Laceration without foreign body of unspecified ear,,Laceration without foreign body of unspecified ear,
ICD10,000f525c-31d6-4592-b3a0-f8bf82456dc0,27752,,O429,,false,,"Premature ROM, unsp time betw rupture and onset of labor",,"Premature rupture of membranes, unspecified as to length of time between rupture and onset of labor",
ICD10,0010c312-6c37-4372-adf1-a85d72a5fb55,81232,,T63022S,,true,,"Toxic effect of coral snake venom, self-harm, sequela",,"Toxic effect of coral snake venom, intentional self-harm, sequela",
ICD10,0010c68b-1381-458d-a251-a7569b50dcf8,70153,,S98149A,,true,,"Partial traumatic amputation of one unsp lesser toe, init",,"Partial traumatic amputation of one unspecified lesser toe, initial encounter",
ICD10,00123643-b528-4b1e-a068-768a84b6e5d6,26907,,O35BXX0,,true,,"Mat care other fetl abnlt and damag, fetal card anomal, unsp",,"Maternal care for other (suspected) fetal abnormality and damage, fetal cardiac anomalies, not applicable or unspecified",
ICD10,00123678-9756-4bc2-b2c2-7fa795582363,07131,,G9741,,true,,Accidental puncture or laceration of dura during a procedure,,Accidental puncture or laceration of dura during a procedure,
ICD10,00139f38-09fc-4966-9711-a1f7874a38dd,45938,,S52232B,,true,,"Displ oblique fx shaft of l ulna, init for opn fx type I/2",,"Displaced oblique fracture of shaft of left ulna, initial encounter for open fracture type I or II",
ICD10,0014009d-59f5-4d2a-bd1b-7696792fe5af,26913,,O35BXX9,,true,,"Mat care other fetal abnlt and damag, fetal card anomal, oth",,"Maternal care for other (suspected) fetal abnormality and damage, fetal cardiac anomalies, other fetus",
ICD10,0014a97a-b6f4-46b3-88df-80d8ea894e7d,93988,,Y3519,,false,,Legal intervention involving other explosives,,Legal intervention involving other explosives,
ICD10,00151378-daac-40f2-85dc-8c679dabe47b,50224,,S60450S,,true,,"Superficial foreign body of right index finger, sequela",,"Superficial foreign body of right index finger, sequela",
ICD10,0015d504-1174-4975-a626-ff16258843d2,55439,,S66001S,,true,,"Unsp inj long flxr musc/fasc/tend r thm at wrs/hnd lv, sqla",,"Unspecified injury of long flexor muscle, fascia and tendon of right thumb at wrist and hand level, sequela",
ICD10,00161fa9-da67-4267-9f2a-bb87158615d2,61545,,S82036K,,true,,"Nondisp transverse fx unsp patella, 7thK",,"Nondisplaced transverse fracture of unspecified patella, subsequent encounter for closed fracture with nonunion",
ICD10,00164df0-2511-42f4-ad20-f91ce2a8b51d,43241,,S43132,,false,,"Dislocation of l acromioclav jt, > 200% displacmnt",,"Dislocation of left acromioclavicular joint, greater than 200% displacement",
ICD10,00166adb-b682-4315-8d4e-2d2195d9f3b1,40127,,S36119D,,true,,"Unspecified injury of liver, subsequent encounter",,"Unspecified injury of liver, subsequent encounter",
ICD10,0016d6ba-42bd-4e12-aeb7-0afe78e5bf8f,64657,,S83115D,,true,,"Anterior disloc of proximal end of tibia, left knee, subs",,"Anterior dislocation of proximal end of tibia, left knee, subsequent encounter",
ICD10,0018aee3-3919-4fd5-ab18-49f7dd3ecf35,58794,,S72401G,,true,,"Unsp fx lower end of r femur, subs for clos fx w delay heal",,"Unspecified fracture of lower end of right femur, subsequent encounter for closed fracture with delayed healing",
ICD10,0018f797-bd62-410d-8551-1246214e80ed,14495,,K6131,,true,,Horseshoe abscess,,Horseshoe abscess,
ICD10,0019f8a2-f04f-4595-9ec1-cf03d45aa29e,05608,,F1592,,false,,"Other stimulant use, unspecified with intoxication",,"Other stimulant use, unspecified with intoxication",
ICD10,001b52b9-fba8-4c94-83c0-d973a7047da7,04264,,E1049,,true,,Type 1 diabetes w oth diabetic neurological complication,,Type 1 diabetes mellitus with other diabetic neurological complication,
ICD10,001ced30-59d4-4147-91ff-d5b9ebe01179,88972,,V76,,false,,Bus occupant injured in collision with oth nonmotor vehicle,,Bus occupant injured in collision with other nonmotor vehicle,
ICD10,001d3f16-682f-40b8-b9fa-00df1acdbac1,33923,,S1015XS,,true,,"Superficial foreign body of throat, sequela",,"Superficial foreign body of throat, sequela",
ICD10,001d6095-3fd2-430d-93fd-75f04d3fd536,70377,,S99092G,,true,,"Other physeal fracture of left calcaneus, 7thG",,"Other physeal fracture of left calcaneus, subsequent encounter for fracture with delayed healing",
ICD10,001dd30e-67e6-4cee-9f79-875313409ad9,86510,,V2339,,false,,Prsn brd/alit other motorcycle injured pick-up truck/van,,"Person boarding or alighting other motorcycle injured in collision with car, pick-up truck or van",
ICD10,001e18c9-c317-4e50-a2f6-7ff68dd7bea9,22948,,M84879,,true,,"Other disorders of continuity of bone, unsp ankle and foot",,"Other disorders of continuity of bone, unspecified ankle and foot",
ICD10,001e5368-ddfc-4c35-80e1-a3b857694f00,75781,,T384X5A,,true,,"Adverse effect of oral contraceptives, initial encounter",,"Adverse effect of oral contraceptives, initial encounter",
ICD10,001e81c1-cf08-41ee-a00b-6b8aada8aba0,82616,,T763,,false,,"Psychological abuse, suspected",,"Psychological abuse, suspected",
ICD10,001ed763-3b8c-4a17-8856-1425925d5ce3,73476,,T23742A,,true,,"Corros 3rd deg mu left fingers (nail), including thumb, init",,"Corrosion of third degree of multiple left fingers (nail), including thumb, initial encounter",
ICD10,001eff36-2751-48b5-8129-485ab144e93c,36342,,S22039D,,true,,"Unsp fx third thor vertebra, subs for fx w routn heal",,"Unspecified fracture of third thoracic vertebra, subsequent encounter for fracture with routine healing",
ICD10,00215cf3-4aba-41b4-9428-9eefb0d5c0cf,74125,,T25112A,,true,,"Burn of first degree of left ankle, initial encounter",,"Burn of first degree of left ankle, initial encounter",
ICD10,0021bba6-8b72-4a40-81ec-86494a49556e,55392,,S65899S,,true,,"Inj oth blood vessels at wrs/hnd lv of unsp arm, sequela",,"Other specified injury of other blood vessels at wrist and hand level of unspecified arm, sequela",
ICD10,00235c25-825a-44df-8cce-9a98072c8009,32906,,S058X9S,,true,,"Other injuries of unspecified eye and orbit, sequela",,"Other injuries of unspecified eye and orbit, sequela",
ICD10,0024509e-e0e5-4dff-8028-1a7de5b29e16,10801,,H6507,,true,,"Acute serous otitis media, recurrent, unspecified ear",,"Acute serous otitis media, recurrent, unspecified ear",
ICD10,0025aa5d-4634-4324-9ea4-d96676a8661d,29833,,Q669,,false,,"Congenital deformity of feet, unspecified",,"Congenital deformity of feet, unspecified",
ICD10,0026c615-7130-45a5-a196-566d09346fca,67418,,S92015G,,true,,"Nondisp fx of body of l calcaneus, subs for fx w delay heal",,"Nondisplaced fracture of body of left calcaneus, subsequent encounter for fracture with delayed healing",
ICD10,0026c874-33fd-4b03-8464-57a0ebecaf40,42897,,S42463K,,true,,"Disp fx of med condyle of unsp humer, subs for fx w nonunion",,"Displaced fracture of medial condyle of unspecified humerus, subsequent encounter for fracture with nonunion",
ICD10,0026eebc-dbde-43e2-b64d-3c2fe59ef4d4,24384,,M955,,true,,Acquired deformity of pelvis,,Acquired deformity of pelvis,
ICD10,0026fa3b-b2b3-4220-81af-6de4018e8ad1,28714,,P0414,,true,,Newborn affected by maternal use of opiates,,Newborn affected by maternal use of opiates,
ICD10,002711c0-a399-40de-a4c0-afdf2b52989e,48780,,S56118S,,true,,"Strain flxr musc/fasc/tend l little fngr at forarm lv, sqla",,"Strain of flexor muscle, fascia and tendon of left little finger at forearm level, sequela",
ICD10,0027f1e5-37a5-4cdb-919d-21cbff458e85,32559,,S0291XD,,true,,"Unsp fracture of skull, subs for fx w routn heal",,"Unspecified fracture of skull, subsequent encounter for fracture with routine healing",
ICD10,00289970-e244-4c79-82d3-13eb95afda3b,34900,,S1412,,false,,Central cord syndrome of cervical spinal cord,,Central cord syndrome of cervical spinal cord,
ICD10,00291d72-cfbe-4d75-8463-9f781b1e4ed0,35901,,S21131A,,true,,"Pnctr w/o fb of r frnt wl of thorax w/o penet thor cav, init",,"Puncture wound without foreign body of right front wall of thorax without penetration into thoracic cavity, initial encounter",
ICD10,00297e9c-4df1-4704-9285-cf1c56554d20,00881,,B301,,true,,Conjunctivitis due to adenovirus,,Conjunctivitis due to adenovirus,
ICD10,002b6218-d776-448f-bb88-d4d724e5dc22,45699,,S52181K,,true,,"Oth fx upper end of r radius, subs for clos fx w nonunion",,"Other fracture of upper end of right radius, subsequent encounter for closed fracture with nonunion",
ICD10,002b6abc-4016-48b5-a2ba-25b6b761f504,63129,,S82402Q,,true,,"Unsp fx shaft of l fibula, 7thQ",,"Unspecified fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with malunion",
ICD10,002b9401-79b1-4d1b-a2c3-67b86946d35b,27903,,O46022,,true,,"Antepart hemor w dissem intravasc coag, second trimester",,"Antepartum hemorrhage with disseminated intravascular coagulation, second trimester",
ICD10,002c0119-d0e0-43b0-8f4b-04ff3185bfd0,31756,,S01301,,false,,Unspecified open wound of right ear,,Unspecified open wound of right ear,
ICD10,002c3664-cf55-4a12-ac67-447e11fd1c6d,78440,,T46906,,false,,Underdosing of unsp agents aff the cardiovascular sys,,Underdosing of unspecified agents primarily affecting the cardiovascular system,
ICD10,002cb7f9-e9b6-4343-8097-6ac749bed649,21908,,M84334G,,true,,"Stress fracture, left radius, subs for fx w delay heal",,"Stress fracture, left radius, subsequent encounter for fracture with delayed healing",
ICD10,002cee89-6137-4e43-b5b2-f536fc95ab03,32539,,S02842K,,true,,"Fracture of lateral orbital wall, left side, 7thK",,"Fracture of lateral orbital wall, left side, subsequent encounter for fracture with nonunion",
ICD10,002d3083-4de0-4366-bbca-112cdb639684,64453,,S82892D,,true,,"Oth fracture of l low leg, subs for clos fx w routn heal",,"Other fracture of left lower leg, subsequent encounter for closed fracture with routine healing",
ICD10,002db505-9911-4960-b3ba-a07a6b92114a,97559,,Z9882,,true,,Breast implant status,,Breast implant status,
ICD10,002eaf92-b03f-4957-a699-07434cbd092c,29749,,Q640,,true,,Epispadias,,Epispadias,
ICD10,002ec833-8b93-45c2-ab06-27cc1f214c47,64478,,S82899N,,true,,"Oth fx unsp low leg, subs for opn fx type 3A/B/C w nonunion",,"Other fracture of unspecified lower leg, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",
ICD10,002f22bf-4054-4f67-8762-d2d011503120,36787,,S239XXS,,true,,"Sprain of unspecified parts of thorax, sequela",,"Sprain of unspecified parts of thorax, sequela",
ICD10,002f9138-049e-4980-ab8c-f1539e1ecdfc,42152,,S42262A,,true,,"Disp fx of lesser tuberosity of left humerus, init",,"Displaced fracture of lesser tuberosity of left humerus, initial encounter for closed fracture",
ICD10,00305215-c9a3-460c-b8fb-8804feb35780,32245,,S0240CD,,true,,"Maxillary fracture, right side, 7thD",,"Maxillary fracture, right side, subsequent encounter for fracture with routine healing",
ICD10,0030da59-4783-45b7-a244-edd878e03525,07140,,G9763,,true,,Postproc seroma of a nervous sys org fol a nervous sys proc,,Postprocedural seroma of a nervous system organ or structure following a nervous system procedure,
ICD10,0030f20f-6810-4f64-b615-b6e17234949c,05927,,F348,,false,,Other persistent mood [affective] disorders,,Other persistent mood [affective] disorders,
ICD10,00314fe2-f273-44cb-80aa-0bcf9857484d,90863,,V9612XS,,true,,"Forced landing of hang-glider injuring occupant, sequela",,"Forced landing of hang-glider injuring occupant, sequela",
ICD10,00318f9f-29bf-4e4d-8e04-25bad04a6061,06463,,G4040,,false,,"Oth generalized epilepsy, not intractable",,"Other generalized epilepsy and epileptic syndromes, not intractable",
ICD10,00322802-dca3-43ce-9f4a-1c811ecad0ff,23704,,M88872,,true,,Osteitis deformans of left ankle and foot,,Osteitis deformans of left ankle and foot,
ICD10,00325da1-1948-40ce-9378-cdbae6966d46,55992,,S66516D,,true,,"Strain intrns musc/fasc/tend r lit fngr at wrs/hnd lv, subs",,"Strain of intrinsic muscle, fascia and tendon of right little finger at wrist and hand level, subsequent encounter",
ICD10,00329e33-d2ef-43cf-a54b-4eac6e71cba1,31408,,S00421,,false,,Blister (nonthermal) of right ear,,Blister (nonthermal) of right ear,
ICD10,00332e71-75ae-418f-8637-10d970ea5b5d,07367,,H02211,,true,,Cicatricial lagophthalmos right upper eyelid,,Cicatricial lagophthalmos right upper eyelid,
ICD10,00332f3a-3564-4d9f-a74e-758e42636f09,59550,,S728X2A,,true,,"Oth fracture of left femur, init encntr for closed fracture",,"Other fracture of left femur, initial encounter for closed fracture",
ICD10,003392da-cc96-4518-95c7-54255735af94,28437,,O984,,false,,Viral hepatitis compl preg/chldbrth,,"Viral hepatitis complicating pregnancy, childbirth and the puerperium",
ICD10,0033ced1-b0a7-41c1-82b2-9865d2d78ff9,95525,,Y92234,,true,,Operating room of hospital as place,,Operating room of hospital as the place of occurrence of the external cause,
ICD10,0035817f-85da-47c9-91f2-39b1ff120586,12455,,I70341,,true,,Athscl unsp type bypass of the left leg w ulcer of thigh,,Atherosclerosis of unspecified type of bypass graft(s) of the left leg with ulceration of thigh,
ICD10,00365bc5-6169-4e8f-9b88-661031337be6,04831,,E71518,,true,,Other disorders of peroxisome biogenesis,,Other disorders of peroxisome biogenesis,
ICD10,00369268-b447-454d-bceb-b18f179a5dc2,76519,,T40725A,,true,,"Adverse effect of synthetic cannabinoids, initial encounter",,"Adverse effect of synthetic cannabinoids, initial encounter",
ICD10,0036f898-498b-412a-b488-84aa370d8a85,85754,,V0499XS,,true,,"Ped w convey injured in collision w hv veh, unsp, sequela",,"Pedestrian with other conveyance injured in collision with heavy transport vehicle or bus, unspecified whether traffic or nontraffic accident, sequela",
ICD10,0037c2a5-f248-4137-b849-593e498af52c,28899,,P258,,true,,Oth cond rel to interstit emphysema origin in perinat period,,Other conditions related to interstitial emphysema originating in the perinatal period,
ICD10,003817cb-f2df-4f9d-b4ac-15205adb3913,27611,,O41122,,false,,"Chorioamnionitis, second trimester",,"Chorioamnionitis, second trimester",
ICD10,00391b4c-c47f-4644-893d-bed0216c6dab,74308,,T25431S,,true,,"Corrosion of unsp degree of right toe(s) (nail), sequela",,"Corrosion of unspecified degree of right toe(s) (nail), sequela",
ICD10,003951a6-dc52-424b-8a84-407886318e63,31550,,S00571,,false,,Other superficial bite of lip,,Other superficial bite of lip,
ICD10,003a1c4b-8d59-45ab-b419-8f2446bfdcdf,58522,,S72346N,,true,,"Nondisp spiral fx shaft of unsp femr, 7thN",,"Nondisplaced spiral fracture of shaft of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",
ICD10,003ac36e-2bd8-443a-a143-891330dc8408,21454,,M80021D,,true,,"Age-rel osteopor w crnt path fx, r humer, 7thD",,"Age-related osteoporosis with current pathological fracture, right humerus, subsequent encounter for fracture with routine healing",
ICD10,003b48a7-271c-4067-9f79-777e9bd9cdf7,94583,,Y36530S,,true,,"War op w thermal radn effect of nuclr weapon, milt, sequela",,"War operations involving thermal radiation effect of nuclear weapon, military personnel, sequela",
ICD10,003c4295-622a-4dd7-93dd-77de345660c4,89750,,V8694XA,,true,,"Occup of military vehicle injured nontraf, init",,"Unspecified occupant of military vehicle injured in nontraffic accident, initial encounter",
ICD10,003dec74-bc8b-4ff5-acc9-9e1f0effd444,14217,,K5000,,true,,Crohn's disease of small intestine without complications,,Crohn's disease of small intestine without complications,
ICD10,003f0a61-f9af-4524-9e8b-282bdf8f278e,01959,,C6292,,true,,"Malig neoplasm of left testis, unsp descended or undescended",,"Malignant neoplasm of left testis, unspecified whether descended or undescended",
ICD10,003f3b9f-d06f-436f-9cbb-bfe21c06bb99,85751,,V0499,,false,,"Pedestrian w convey injured in collision w hv veh, unsp",,"Pedestrian with other conveyance injured in collision with heavy transport vehicle or bus, unspecified whether traffic or nontraffic accident",
ICD10,003fe996-5b59-4b61-9376-1d6ce2304847,36380,,S22049K,,true,,"Unsp fx fourth thor vertebra, subs for fx w nonunion",,"Unspecified fracture of fourth thoracic vertebra, subsequent encounter for fracture with nonunion",
ICD10,0040d7cd-c4a2-4f64-872d-360477b9a437,60425,,S76929A,,true,,"Lacerat unsp musc/fasc/tend at thigh level, unsp thigh, init",,"Laceration of unspecified muscles, fascia and tendons at thigh level, unspecified thigh, initial encounter",
ICD10,0041144b-d529-4087-beed-aa1b2ed1a5d5,96388,,Z4422,,true,,Encounter for fitting and adjustment of artificial left eye,,Encounter for fitting and adjustment of artificial left eye,
ICD10,00413ed6-849d-4001-8b5f-80245bccd9e4,85167,,T8853,,false,,Unintended awareness under general anesth during procedure,,Unintended awareness under general anesthesia during procedure,
ICD10,004189ed-6bb8-474d-b1a1-cd2b320776db,32210,,S02400D,,true,,"Malar fracture, unspecified side, 7thD",,"Malar fracture, unspecified side, subsequent encounter for fracture with routine healing",
ICD10,004269f7-bc39-4678-a30e-959c392de836,90241,,V9185XA,,true,,"Oth injury due to oth accident to canoe or kayak, init",,"Other injury due to other accident to canoe or kayak, initial encounter",
ICD10,0042dadb-aacd-4aed-a408-3b61a67a9034,67312,,S91329A,,true,,"Laceration with foreign body, unspecified foot, init encntr",,"Laceration with foreign body, unspecified foot, initial encounter",
ICD10,0043f05e-ec65-4d29-816c-498c3a4cd193,78380,,T467X4,,false,,"Poisoning by peripheral vasodilators, undetermined",,"Poisoning by peripheral vasodilators, undetermined",
ICD10,00441521-7dd6-441e-953e-0235754c821e,53959,,S63207S,,true,,"Unspecified subluxation of left little finger, sequela",,"Unspecified subluxation of left little finger, sequela",
ICD10,00445697-6ee5-463d-a6f2-0e46b1e1b2d4,43137,,S43024S,,true,,"Posterior dislocation of right humerus, sequela",,"Posterior dislocation of right humerus, sequela",
ICD10,0044586d-b816-44c8-be19-38cdf3b4a640,05811,,F1991,,true,,"Other psychoactive substance use, unspecified, in remission",,"Other psychoactive substance use, unspecified, in remission",
ICD10,00447b79-3e90-4589-a2eb-80d46cd0e499,40718,,S37422S,,true,,"Contusion of ovary, bilateral, sequela",,"Contusion of ovary, bilateral, sequela",
ICD10,0044fb6c-0767-4d70-9195-130951b9e893,97053,,Z8549,,true,,Personal history of malig neoplasm of male genital organs,,Personal history of malignant neoplasm of other male genital organs,
ICD10,0045034a-e6c8-4c38-aaec-560b6263dc95,03342,,D378,,true,,Neoplasm of uncertain behavior of oth digestive organs,,Neoplasm of uncertain behavior of other specified digestive organs,
ICD10,00459a1b-6d3e-47d4-abc7-3001d5240cc0,00381,,A5045,,true,,Juvenile general paresis,,Juvenile general paresis,
ICD10,0045cef4-8719-470f-a429-09f861627645,68892,,S92592,,false,,Other fracture of left lesser toe(s),,Other fracture of left lesser toe(s),
ICD10,0047331b-36cf-423e-9d29-8badb601e24d,05994,,F44,,false,,Dissociative and conversion disorders,,Dissociative and conversion disorders,
ICD10,00492a27-cc38-430e-b600-bced60cf3d93,23983,,M898X,,false,,Other specified disorders of bone,,Other specified disorders of bone,
ICD10,004947b4-fe40-4841-a3cf-8bd2731c9f75,46880,,S52351J,,true,,"Displ commnt fx shaft of rad, r arm, 7thJ",,"Displaced comminuted fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",
ICD10,00494887-aa5c-4057-ae21-548928dd254c,24310,,M93952,,true,,"Osteochondropathy, unspecified, left thigh",,"Osteochondropathy, unspecified, left thigh",
ICD10,0049a4b6-e471-4381-be05-03a60c143446,94739,,Y37091D,,true,,"Milt op involving explosn of marine weapons, civilian, subs",,"Military operations involving explosion of other marine weapons, civilian, subsequent encounter",
ICD10,0049caa1-c529-4847-bc67-108fa55a1cd5,04311,,E113213,,true,,"Type 2 diabetes with mild nonp rtnop with macular edema, bi",,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral",
ICD10,0049f899-7d62-443a-b168-46b49265770c,27109,,O361124,,true,,"Maternal care for Anti-A sensitization, second tri, fetus 4",,"Maternal care for Anti-A sensitization, second trimester, fetus 4",
ICD10,004a10ff-e6c5-457c-a283-f7fed9d64505,09727,,H4312,,true,,"Vitreous hemorrhage, left eye",,"Vitreous hemorrhage, left eye",
ICD10,004e3a28-d02b-4e85-b99f-51040e3c96ff,44784,,S509,,false,,Unspecified superficial injury of elbow and forearm,,Unspecified superficial injury of elbow and forearm,
ICD10,004ef39a-3982-455c-a40a-97d420334475,37209,,S2600XA,,true,,"Unsp injury of heart with hemopericardium, init encntr",,"Unspecified injury of heart with hemopericardium, initial encounter",
ICD10,004f5ebe-30fd-43c5-b248-c4b71bb2d2c5,19769,,M509,,false,,"Cervical disc disorder, unspecified",,"Cervical disc disorder, unspecified",
ICD10,004f7b7e-173e-4983-a684-8497cfad1a8d,36145,,S21439,,false,,Pnctr w/o fb of unsp bk wl of thorax w penet thoracic cavity,,Puncture wound without foreign body of unspecified back wall of thorax with penetration into thoracic cavity,
ICD10,0050739c-ead0-4850-800c-59cbff04729b,12006,,I63513,,true,,Cereb infrc d/t unsp occls or stenos of bi middle cereb art,,Cerebral infarction due to unspecified occlusion or stenosis of bilateral middle cerebral arteries,
ICD10,0050ddef-b2b3-4978-9a97-87bfc8dd549c,78828,,T48295S,,true,,"Adverse effect of other drugs acting on muscles, sequela",,"Adverse effect of other drugs acting on muscles, sequela",
ICD10,00510a42-755f-44cf-9846-098878299d32,26857,,O3511X9,,true,,"Mat care chromosomal abnlt in fetus, Trisomy 13, other fetus",,"Maternal care for (suspected) chromosomal abnormality in fetus, Trisomy 13, other fetus",
ICD10,0051a5b0-6d49-496a-bc3d-ad6a82386bcc,33095,,S06317A,,true,,"Contus/lac r cereb w LOC w dth d/t brain inj bf consc, init",,"Contusion and laceration of right cerebrum with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter",
ICD10,0051f86d-0dec-4e62-93c9-9ed2b4ea3c24,21954,,M84345S,,true,,"Stress fracture, left finger(s), sequela",,"Stress fracture, left finger(s), sequela",
ICD10,005308b9-cd85-41d6-9f2e-7b90a54c82fb,23824,,M8932,,false,,"Hypertrophy of bone, humerus",,"Hypertrophy of bone, humerus",
ICD10,00547a41-1bb7-4e24-84a4-c62e98b18bf3,25813,,O0982,,false,,Suprvsn of preg w history of in utero proc during prev preg,,Supervision of pregnancy with history of in utero procedure during previous pregnancy,
ICD10,0054f1a9-8abd-4cab-992a-b64c53e0fc82,04541,,E2081,,false,,Hypoparathyroidism due to impaired PTH secretion,,Hypoparathyroidism due to impaired parathyroid hormone secretion,
ICD10,0056a5d0-ecea-4a8a-be09-4a1c611ec98a,82749,,T795,,false,,Traumatic anuria,,Traumatic anuria,
ICD10,0056c384-139a-4412-a45d-2c7cf2d074ad,47000,,S52362J,,true,,"Displ seg fx shaft of rad, l arm, 7thJ",,"Displaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",
ICD10,00579393-3363-432b-bfb9-6cfb976edc02,41074,,S40022A,,true,,"Contusion of left upper arm, initial encounter",,"Contusion of left upper arm, initial encounter",
ICD10,0057b94b-8e9b-40b3-abdc-39d7dbf96bff,13205,,I971,,false,,Other postprocedural cardiac functional disturbances,,Other postprocedural cardiac functional disturbances,
ICD10,005cedef-489a-460a-8ee4-459002c5ef36,00998,,B448,,false,,Other forms of aspergillosis,,Other forms of aspergillosis,
ICD10,005d0cdc-e6f2-4437-90c4-8963af6c42e1,55938,,S66503A,,true,,"Unsp inj intrns musc/fasc/tend l mid fngr at wrs/hnd lv,init",,"Unspecified injury of intrinsic muscle, fascia and tendon of left middle finger at wrist and hand level, initial encounter",
ICD10,005d1e18-7c45-41eb-9519-40fd3a7c7638,50041,,S60349A,,true,,"External constriction of unspecified thumb, init encntr",,"External constriction of unspecified thumb, initial encounter",
ICD10,005d88d0-6945-4430-be76-d490fd19f7dc,38874,,S32309D,,true,,"Unsp fracture of unsp ilium, subs for fx w routn heal",,"Unspecified fracture of unspecified ilium, subsequent encounter for fracture with routine healing",
ICD10,005d9be4-da85-4471-99e7-4e9f14978f27,13312,,J050,,true,,Acute obstructive laryngitis [croup],,Acute obstructive laryngitis [croup],
ICD10,005e546f-0a41-462d-866d-8716d926b49d,95678,,Y9366,,true,,"Activity, soccer",,"Activity, soccer",
ICD10,005f6fb7-b2e5-4c51-aa53-fbfb49686e48,62795,,S82255R,,true,,"Nondisp commnt fx shaft of l tibia, 7thR",,"Nondisplaced comminuted fracture of shaft of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",
ICD10,005f9bdb-6b50-4b43-9538-0bd80e88125b,26182,,O26832,,true,,"Pregnancy related renal disease, second trimester",,"Pregnancy related renal disease, second trimester",
ICD10,0062d6a4-3842-4885-a121-ae081d2c71ce,86378,,V2131,,false,,Prsn brd/alit an electc bike injured in clsn with pedl cyc,,Person boarding or alighting an electric (assisted) bicycle injured in collision with pedal cycle,
ICD10,00632ffb-c8ad-4807-afb4-72861f991e85,54467,,S63415A,,true,,"Traum rupt of collat ligmt of l rng fngr at MCP/IP jt, init",,"Traumatic rupture of collateral ligament of left ring finger at metacarpophalangeal and interphalangeal joint, initial encounter",
ICD10,0063acc2-50c8-4b78-917c-8aedace26165,71679,,T2141XA,,true,,"Corrosion of unspecified degree of chest wall, init encntr",,"Corrosion of unspecified degree of chest wall, initial encounter",
ICD10,0063b5b3-1e7f-4dd4-8703-4fd518af9ffb,18708,,M249,,true,,"Joint derangement, unspecified",,"Joint derangement, unspecified",
ICD10,0063d982-9dc7-49ba-aee1-62d49fdd5d12,81065,,T618X1,,false,,"Toxic effect of other seafood, accidental (unintentional)",,"Toxic effect of other seafood, accidental (unintentional)",
