PartitionKey,RowKey,OrderNumber,OrderNumber@type,Code,Code@type,ValidityFlag,ValidityFlag@type,ShortDescription,ShortDescription@type,LongDescription,LongDescription@type
ICD10,89fdd9eb-e723-4c8c-aeb1-f12269289dd0,33896,,S0993XD,,true,,"Unspecified injury of face, subsequent encounter",,"Unspecified injury of face, subsequent encounter",
ICD10,89fe3f0c-09ae-4898-aaaf-c00c95afeb44,34452,,S12331,,false,,Unsp traum nondisp spondylolysis of fourth cervcal vertebra,,Unspecified traumatic nondisplaced spondylolisthesis of fourth cervical vertebra,
ICD10,89ff8e1c-48df-42b7-8278-304733340597,56461,,S68522D,,true,,"Partial traumatic trnsphal amputation of left thumb, subs",,"Partial traumatic transphalangeal amputation of left thumb, subsequent encounter",
ICD10,89ffb2c9-648f-431c-9e74-b14b1cd0a028,50385,,S60551A,,true,,"Superficial foreign body of right hand, initial encounter",,"Superficial foreign body of right hand, initial encounter",
ICD10,8a011542-112c-4376-947b-15cccd194684,09465,,H401134,,true,,"Primary open-angle glaucoma, bilateral, indeterminate stage",,"Primary open-angle glaucoma, bilateral, indeterminate stage",
ICD10,8a0132e8-3df5-443c-a3c1-9d1afa9d480e,36899,,S242,,false,,Injury of nerve root of thoracic spine,,Injury of nerve root of thoracic spine,
ICD10,8a015256-76a8-470b-b274-305e32e9b62b,06926,,G720,,true,,Drug-induced myopathy,,Drug-induced myopathy,
ICD10,8a019951-f83a-4998-9efc-9db16ea5baf8,72148,,T22332D,,true,,"Burn of third degree of left upper arm, subsequent encounter",,"Burn of third degree of left upper arm, subsequent encounter",
ICD10,8a01b3ff-4105-4da0-91fe-5a06dc80818e,41192,,S40842,,false,,External constriction of left upper arm,,External constriction of left upper arm,
ICD10,8a0358d9-e5e4-40f5-8fc5-f3ae0417b4a6,24505,,M9913,,true,,Subluxation complex (vertebral) of lumbar region,,Subluxation complex (vertebral) of lumbar region,
ICD10,8a03d15e-8047-4c10-8229-c7b2d737d5dd,14386,,K56601,,true,,"Complete intestinal obstruction, unspecified as to cause",,"Complete intestinal obstruction, unspecified as to cause",
ICD10,8a03f235-83f6-4400-b99a-fbc719030da6,07061,,G9203,,true,,"Immune effector cell-associated neurotoxicity synd, grade 3",,"Immune effector cell-associated neurotoxicity syndrome, grade 3",
ICD10,8a066039-6c38-4832-89e4-5ebaac2212ee,77678,,T446X3,,false,,"Poisoning by alpha-adrenoreceptor antagonists, assault",,"Poisoning by alpha-adrenoreceptor antagonists, assault",
ICD10,8a06c145-60d4-4f4f-a5a5-0e7f02a68181,87892,,V4929,,false,,Unsp car occupant injured in collision w oth mv nontraf,,Unspecified car occupant injured in collision with other motor vehicles in nontraffic accident,
ICD10,8a06e1f4-6c3b-4808-979b-08f5a207b512,10247,,H5211,,true,,"Myopia, right eye",,"Myopia, right eye",
ICD10,8a070a40-a2b8-483a-bbf9-fbf664c7ce30,72211,,T2241,,false,,Corrosion of unspecified degree of forearm,,Corrosion of unspecified degree of forearm,
ICD10,8a071f53-5e1f-47d9-867c-12292689030b,56381,,S68122,,false,,Partial traumatic MCP amputation of right middle finger,,Partial traumatic metacarpophalangeal amputation of right middle finger,
ICD10,8a079d5b-d8b8-4f8d-be67-e26588d214b2,07942,,H11001,,true,,Unspecified pterygium of right eye,,Unspecified pterygium of right eye,
ICD10,8a088234-2a6b-4b2a-936b-e5394945db3f,66725,,S90819A,,true,,"Abrasion, unspecified foot, initial encounter",,"Abrasion, unspecified foot, initial encounter",
ICD10,8a0917e1-4135-4be1-8ebd-601ac3f36d8e,35805,,S21019D,,true,,"Laceration without foreign body of unsp breast, subs encntr",,"Laceration without foreign body of unspecified breast, subsequent encounter",
ICD10,8a0a06ad-8b1a-41cf-8938-85bb51840eac,84191,,T84060D,,true,,"Wear of artic bearing surface of int prosth r hip jt, subs",,"Wear of articular bearing surface of internal prosthetic right hip joint, subsequent encounter",
ICD10,8a0a80a5-3ec6-4564-9663-67512177e014,68326,,S92322,,false,,"Displaced fracture of second metatarsal bone, left foot",,"Displaced fracture of second metatarsal bone, left foot",
ICD10,8a0b441a-7a93-4888-a207-83bbf4f5ae25,15097,,L22,,true,,Diaper dermatitis,,Diaper dermatitis,
ICD10,8a0cc10d-dfb4-4366-94ef-db0b874a943d,16906,,M1A0490,,true,,"Idiopathic chronic gout, unspecified hand, without tophus",,"Idiopathic chronic gout, unspecified hand, without tophus (tophi)",
ICD10,8a0d011b-116d-4202-8ae5-21b74bbb9545,04010,,E083543,,true,,"Diabetes with prolif diabetic rtnop with combined detach, bi",,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral",
ICD10,8a0e5ece-0a23-4985-9670-b53a0b10907e,02382,,C8281,,true,,"Oth types of foliclar lymph, nodes of head, face, and neck",,"Other types of follicular lymphoma, lymph nodes of head, face, and neck",
ICD10,8a0eb220-4f55-41e6-beff-325596637dc1,83007,,T81321,,false,,Disrupt/dehisc of closr of int op (surg) wnd abd wl msl/fasc,,Disruption or dehiscence of closure of internal operation (surgical) wound of abdominal wall muscle or fascia,
ICD10,8a0edf6b-fc4e-4146-9c49-74ad7e6a1c9e,18206,,M21729,,true,,"Unequal limb length (acquired), unspecified humerus",,"Unequal limb length (acquired), unspecified humerus",
ICD10,8a0f0986-fa53-4c3f-9547-a137f2f20d19,89896,,V9006XD,,true,,"Drown due to (nonpowered) inflatable craft overturning, subs",,"Drowning and submersion due to (nonpowered) inflatable craft overturning, subsequent encounter",
ICD10,8a0f5e75-88a8-4c80-be12-1e9f941fcef3,97245,,Z89219,,true,,Acquired absence of unspecified upper limb below elbow,,Acquired absence of unspecified upper limb below elbow,
ICD10,8a0f933c-8c48-4841-88a3-b44bad9b1627,00305,,A414,,true,,Sepsis due to anaerobes,,Sepsis due to anaerobes,
ICD10,8a10c53b-4eee-4e88-b090-94c276ac4a65,34212,,S12030A,,true,,"Displaced posterior arch fx first cervcal vertebra, init",,"Displaced posterior arch fracture of first cervical vertebra, initial encounter for closed fracture",
ICD10,8a1202a1-377b-4127-835a-854d5b9b2052,38784,,S3213,,false,,Zone III fracture of sacrum,,Zone III fracture of sacrum,
ICD10,8a13881e-f97a-4d2e-81db-b2d85c964e76,47475,,S52541N,,true,,"Smith's fx r radius, subs for opn fx type 3A/B/C w nonunion",,"Smith's fracture of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",
ICD10,8a14151c-65d2-49f4-8750-42b5cc334920,24509,,M9917,,true,,Subluxation complex (vertebral) of upper extremity,,Subluxation complex (vertebral) of upper extremity,
ICD10,8a147b58-24bc-43d9-a933-ea0508e85dd0,77237,,T434X6,,false,,Underdosing of butyrophenone and thiothixene neuroleptics,,Underdosing of butyrophenone and thiothixene neuroleptics,
ICD10,8a14b099-4096-4b34-a060-b3fb7a60e6f0,35916,,S21141S,,true,,"Pnctr w fb of r frnt wl of thorax w/o penet thor cav, sqla",,"Puncture wound with foreign body of right front wall of thorax without penetration into thoracic cavity, sequela",
ICD10,8a14c131-5a94-4a2e-b426-61c9b10c9872,66394,,S8990XS,,true,,"Unspecified injury of unspecified lower leg, sequela",,"Unspecified injury of unspecified lower leg, sequela",
ICD10,8a14e314-727a-4e3b-b451-576586dca64a,26097,,O24813,,true,,"Oth pre-existing diabetes in pregnancy, third trimester",,"Other pre-existing diabetes mellitus in pregnancy, third trimester",
ICD10,8a150fd8-c2ba-4a73-89e9-19a6be7e8ca5,03826,,D84,,false,,Other immunodeficiencies,,Other immunodeficiencies,
ICD10,8a156c34-4315-4a23-88af-2ab08996e447,82932,,T8069XA,,true,,"Other serum reaction due to other serum, initial encounter",,"Other serum reaction due to other serum, initial encounter",
ICD10,8a15b6cc-6188-44af-bfe7-0f1bb43145c8,52507,,S62330K,,true,,"Disp fx of nk of 2nd MC bone, r hand, subs for fx w nonunion",,"Displaced fracture of neck of second metacarpal bone, right hand, subsequent encounter for fracture with nonunion",
ICD10,8a165ef8-5a5d-454d-90e4-ee95b02abf92,39991,,S35514,,false,,Injury of right iliac vein,,Injury of right iliac vein,
ICD10,8a17089c-ac40-459a-93b4-0613e30d53ec,55492,,S66100S,,true,,"Unsp inj flxr musc/fasc/tend r idx fngr at wrs/hnd lv, sqla",,"Unspecified injury of flexor muscle, fascia and tendon of right index finger at wrist and hand level, sequela",
ICD10,8a1780e2-35b4-412d-a28b-78d89dc189bc,57042,,S72011N,,true,,"Unsp intracap fx r femr, 7thN",,"Unspecified intracapsular fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",
ICD10,8a178456-ce09-40ba-a042-1afdc56f370d,25519,,N914,,true,,Secondary oligomenorrhea,,Secondary oligomenorrhea,
ICD10,8a17d0a3-6f3d-434a-9b69-d737ec844e7f,40575,,S37022S,,true,,"Major contusion of left kidney, sequela",,"Major contusion of left kidney, sequela",
ICD10,8a17dc82-afc0-4615-8256-0407d8ced883,18496,,M2417,,false,,"Other articular cartilage disorders, ankle and foot",,"Other articular cartilage disorders, ankle and foot",
ICD10,8a18122d-f334-4da5-8ce6-58d5b58a81f2,90633,,V9431,,false,,Inj to rider of recreatl wtrcrft being puld beh oth wtrcrft,,Injury to rider of (inflatable) recreational watercraft being pulled behind other watercraft,
ICD10,8a187159-e9b9-4284-b6b6-5cb2a4a8b354,79693,,T50912A,,true,,"Poisn by multiple unsp drug/meds/biol subst, self-harm, init",,"Poisoning by multiple unspecified drugs, medicaments and biological substances, intentional self-harm, initial encounter",
ICD10,8a18c21d-397b-4974-86c2-2ec5603f67a5,01369,,C110,,true,,Malignant neoplasm of superior wall of nasopharynx,,Malignant neoplasm of superior wall of nasopharynx,
ICD10,8a1b257f-4730-476b-8b68-2649dff00ed6,73899,,T24522A,,true,,"Corrosion of first degree of left knee, initial encounter",,"Corrosion of first degree of left knee, initial encounter",
ICD10,8a1b2ed5-085d-46dc-a18b-c8e021b49e06,67025,,S91133S,,true,,"Pnctr w/o fb of unsp great toe w/o damage to nail, sequela",,"Puncture wound without foreign body of unspecified great toe without damage to nail, sequela",
ICD10,8a1b58d5-bd6b-4cf3-af87-8d27b2229656,64928,,S83409,,false,,Sprain of unsp collateral ligament of unspecified knee,,Sprain of unspecified collateral ligament of unspecified knee,
ICD10,8a1b6177-420f-4824-af2a-c827f75d0e38,79214,,T498X4S,,true,,"Poisoning by other topical agents, undetermined, sequela",,"Poisoning by other topical agents, undetermined, sequela",
ICD10,8a1b98b8-7320-4214-ab14-a94ac71bb71d,33431,,S064X9,,false,,Epidural hemorrhage w loss of consciousness of unsp duration,,Epidural hemorrhage with loss of consciousness of unspecified duration,
ICD10,8a1c028f-0b1a-47f2-9631-0ad5fd98da4f,42408,,S4234,,false,,Spiral fracture of shaft of humerus,,Spiral fracture of shaft of humerus,
ICD10,8a1c2097-ffe3-4ee5-b1e2-ac5bea081b83,89071,,V786,,false,,Pasngr on bus injured in nonclsn transport accident in traf,,Passenger on bus injured in noncollision transport accident in traffic accident,
ICD10,8a1c878c-559b-4b36-a91f-e63a311e4557,48061,,S53022,,false,,Posterior subluxation of left radial head,,Posterior subluxation of left radial head,
ICD10,8a1ed5a1-981e-4b73-b654-283976b63cc4,71937,,T22121,,false,,Burn of first degree of right elbow,,Burn of first degree of right elbow,
ICD10,8a1f2023-ed6a-454c-8bc6-5a3f55cba7b8,10512,,H579,,true,,Unspecified disorder of eye and adnexa,,Unspecified disorder of eye and adnexa,
ICD10,8a1f30e8-c812-4226-a7d7-d80313ce0c34,74440,,T25711D,,true,,"Corrosion of third degree of right ankle, subs encntr",,"Corrosion of third degree of right ankle, subsequent encounter",
ICD10,8a1f8b8f-501a-459b-b072-1ca3e8e8af84,73099,,T23429,,false,,Corros unsp degree of unsp single finger (nail) except thumb,,Corrosion of unspecified degree of unspecified single finger (nail) except thumb,
ICD10,8a203ef0-ab1e-4e23-8ce5-4fb0d61d6c92,35184,,S15201S,,true,,"Unspecified injury of right external jugular vein, sequela",,"Unspecified injury of right external jugular vein, sequela",
ICD10,8a209fdf-5abf-4382-b235-2533e4f789e5,95892,,Z110,,true,,Encounter for screening for intestinal infectious diseases,,Encounter for screening for intestinal infectious diseases,
ICD10,8a20a3df-7d1f-4f92-ab32-2ac62e19e1e6,63066,,S82392D,,true,,"Oth fx lower end of l tibia, subs for clos fx w routn heal",,"Other fracture of lower end of left tibia, subsequent encounter for closed fracture with routine healing",
ICD10,8a20b3d7-f1c1-4ef0-bc09-416796c31972,44271,,S48122,,false,,Partial traumatic amp at level betw l shoulder and elbow,,Partial traumatic amputation at level between left shoulder and elbow,
ICD10,8a214455-0652-49e2-8e99-32786faaf1bb,53163,,S62616B,,true,,"Disp fx of prox phalanx of r little finger, init for opn fx",,"Displaced fracture of proximal phalanx of right little finger, initial encounter for open fracture",
ICD10,8a215b95-1a69-4c5a-b1a6-43429e0316af,80145,,T540X3A,,true,,"Toxic effect of phenol and phenol homologues, assault, init",,"Toxic effect of phenol and phenol homologues, assault, initial encounter",
ICD10,8a22bb3e-3d15-4ef0-9112-8961271f87a0,43294,,S43205A,,true,,"Unsp dislocation of left sternoclavicular joint, init encntr",,"Unspecified dislocation of left sternoclavicular joint, initial encounter",
ICD10,8a232c8c-144e-4236-a39f-83359a84467a,95081,,Y3792,,false,,Military operations involving friendly fire,,Military operations involving friendly fire,
ICD10,8a238983-1f12-4d64-9f82-e0d60663a42e,00395,,A51,,false,,Early syphilis,,Early syphilis,
ICD10,8a23ad36-a4d4-48cc-8cc8-d5c3a036cdd0,58653,,S72362E,,true,,"Displ seg fx shaft of l femr, 7thE",,"Displaced segmental fracture of shaft of left femur, subsequent encounter for open fracture type I or II with routine healing",
ICD10,8a2409ba-c1a2-430d-8250-d7a187f4c541,48157,,S53113S,,true,,"Anterior subluxation of unsp ulnohumeral joint, sequela",,"Anterior subluxation of unspecified ulnohumeral joint, sequela",
ICD10,8a24c120-cd55-4d76-a5f5-5a672148c16e,19457,,M4631,,true,,"Infection of intvrt disc (pyogenic), occipt-atlan-ax region",,"Infection of intervertebral disc (pyogenic), occipito-atlanto-axial region",
ICD10,8a265e21-9c13-4743-8cf6-cf0e0bf7bce4,24798,,N2883,,true,,Nephroptosis,,Nephroptosis,
ICD10,8a26bdc3-3ca2-4d6a-87d0-54e076e9cef9,64088,,S82845,,false,,Nondisplaced bimalleolar fracture of left lower leg,,Nondisplaced bimalleolar fracture of left lower leg,
ICD10,8a26e567-1917-4645-bbad-8f59655d92ed,73079,,T23411A,,true,,"Corrosion of unsp degree of right thumb (nail), init encntr",,"Corrosion of unspecified degree of right thumb (nail), initial encounter",
ICD10,8a27885d-5cc0-4af5-97f7-85b0c9b2b38c,51152,,S61339S,,true,,"Pnctr w/o fb of unsp finger w damage to nail, sequela",,"Puncture wound without foreign body of unspecified finger with damage to nail, sequela",
ICD10,8a27c02a-41b0-4cdf-a37b-a0ef046b9954,87350,,V3900XD,,true,,"Driver of 3-whl mv injured in clsn w unsp mv nontraf, subs",,"Driver of three-wheeled motor vehicle injured in collision with unspecified motor vehicles in nontraffic accident, subsequent encounter",
ICD10,8a27e362-a3cc-4180-b8d4-4860f7660a55,01395,,C162,,true,,Malignant neoplasm of body of stomach,,Malignant neoplasm of body of stomach,
ICD10,8a281fa6-d2c5-43c5-b319-c4dc83c35cb4,27799,,O4322,,false,,Placenta increta,,Placenta increta,
ICD10,8a2841ea-0127-4182-aa96-adbe64842ba7,10272,,H52511,,true,,"Internal ophthalmoplegia (complete) (total), right eye",,"Internal ophthalmoplegia (complete) (total), right eye",
ICD10,8a284569-5438-4e0e-bce1-9cf38e808030,86107,,V152XXA,,true,,"Unsp pedl cyclst inj in clsn w rail trn/veh nontraf, init",,"Unspecified pedal cyclist injured in collision with railway train or railway vehicle in nontraffic accident, initial encounter",
ICD10,8a287238-569f-4ea5-b620-803792d0ee66,23945,,M89671,,true,,"Osteopathy after poliomyelitis, right ankle and foot",,"Osteopathy after poliomyelitis, right ankle and foot",
ICD10,8a288ed8-1e51-4c90-b152-3ca9bf9ac5e1,03352,,D39,,false,,Neoplasm of uncertain behavior of female genital organs,,Neoplasm of uncertain behavior of female genital organs,
ICD10,8a28cf85-a9d7-4917-ad0e-190e792e0b0c,04030,,E0840,,true,,"Diabetes due to underlying condition w diabetic neurop, unsp",,"Diabetes mellitus due to underlying condition with diabetic neuropathy, unspecified",
ICD10,8a297bcd-c3c8-49e7-994f-7c0851c90a4a,82706,,T781XXS,,true,,"Oth adverse food reactions, NEC, sequela",,"Other adverse food reactions, not elsewhere classified, sequela",
ICD10,8a298a26-be59-4ddc-998e-02e4fa6f5c74,63094,,S82399R,,true,,"Oth fx low end unsp tibia, 7thR",,"Other fracture of lower end of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",
ICD10,8a29dc1f-31c3-467e-a2af-893ccd82a0b8,56347,,S68113S,,true,,"Complete traumatic MCP amputation of l mid finger, sequela",,"Complete traumatic metacarpophalangeal amputation of left middle finger, sequela",
ICD10,8a2a0c85-7ba3-49ec-96fb-bd28afe4236a,37795,,S30867D,,true,,"Insect bite (nonvenomous) of anus, subsequent encounter",,"Insect bite (nonvenomous) of anus, subsequent encounter",
ICD10,8a2a3e90-6732-4ff7-b309-f999326c2e34,36918,,S249XXS,,true,,"Injury of unspecified nerve of thorax, sequela",,"Injury of unspecified nerve of thorax, sequela",
ICD10,8a2b161d-0406-4e32-822d-44caeb668c4c,11470,,H9588,,true,,"Oth intraop comp and disorders of the ear/mastd, NEC",,"Other intraoperative complications and disorders of the ear and mastoid process, not elsewhere classified",
ICD10,8a2c4318-2677-43c6-99ba-f3ca1c1c523f,70847,,T17208S,,true,,"Unsp foreign body in pharynx causing other injury, sequela",,"Unspecified foreign body in pharynx causing other injury, sequela",
ICD10,8a2ca1d8-6b56-4e9e-b10a-77d71be875dd,01634,,C441292,,true,,"Squamous cell carcinoma skin/ left lower eyelid, inc canthus",,"Squamous cell carcinoma of skin of left lower eyelid, including canthus",
ICD10,8a2cf020-9d77-43e0-90b9-1ba2b27d7401,46541,,S52311A,,true,,"Greenstick fracture of shaft of radius, right arm, init",,"Greenstick fracture of shaft of radius, right arm, initial encounter for closed fracture",
ICD10,8a2d5d52-ce28-4383-b156-97c3d9653a97,42143,,S42261,,false,,Displaced fracture of lesser tuberosity of right humerus,,Displaced fracture of lesser tuberosity of right humerus,
ICD10,8a2d606d-6267-4335-97cb-f6f19622c8cd,16606,,M06329,,true,,"Rheumatoid nodule, unspecified elbow",,"Rheumatoid nodule, unspecified elbow",
ICD10,8a2da68d-f661-4542-95cf-6f87f496d3a2,16365,,M05362,,true,,Rheumatoid heart disease w rheumatoid arthritis of left knee,,Rheumatoid heart disease with rheumatoid arthritis of left knee,
ICD10,8a2e1c09-a50c-4978-bdb3-8308e237f05c,26899,,O35AXX0,,true,,"Mat care oth fetl abnlt and damag, fetl facial anomal, unsp",,"Maternal care for other (suspected) fetal abnormality and damage, fetal facial anomalies, not applicable or unspecified",
ICD10,8a2eb9e0-46d1-4337-aaa6-f4e5d3b58a35,96695,,Z6720,,true,,"Type B blood, Rh positive",,"Type B blood, Rh positive",
ICD10,8a2ee7f4-4631-4ec2-a4fe-dfd73a334960,24524,,M9930,,true,,Osseous stenosis of neural canal of head region,,Osseous stenosis of neural canal of head region,
ICD10,8a2f4930-6c4b-4c11-bde7-2044965b30e6,21557,,M80069G,,true,,"Age-rel osteopor w crnt path fx, unsp low leg, 7thG",,"Age-related osteoporosis with current pathological fracture, unspecified lower leg, subsequent encounter for fracture with delayed healing",
ICD10,8a307be3-6667-443d-90c6-0124758236af,85819,,V0592XD,,true,,"Ped on sktbrd injured in clsn w rail trn/veh, unsp, subs",,"Pedestrian on skateboard injured in collision with railway train or railway vehicle, unspecified whether traffic or nontraffic accident, subsequent encounter",
ICD10,8a322379-15bd-4457-a88f-e2ff7286c2a5,90152,,V9121XD,,true,,"Fall due to clsn betw pasngr ship and oth wtrcrft/obj, subs",,"Fall due to collision between passenger ship and other watercraft or other object, subsequent encounter",
ICD10,8a335361-0523-4ae3-987a-df37a7f84b2e,31888,,S01441A,,true,,"Pnctr w foreign body of right cheek and TMJ area, init",,"Puncture wound with foreign body of right cheek and temporomandibular area, initial encounter",
ICD10,8a343cdb-1d87-4eeb-9346-f2ea60c58363,27674,,O418X13,,true,,"Oth disrd of amniotic fluid and membrns, first tri, fetus 3",,"Other specified disorders of amniotic fluid and membranes, first trimester, fetus 3",
ICD10,8a348bdb-a593-40fc-9c2b-70a80217e3cd,16569,,M06212,,true,,"Rheumatoid bursitis, left shoulder",,"Rheumatoid bursitis, left shoulder",
ICD10,8a35dc5d-5d15-4827-a23f-695d5fe3f5f5,87312,,V380XXD,,true,,"Driver of 3-whl mv inj in nonclsn trnsp acc nontraf, subs",,"Driver of three-wheeled motor vehicle injured in noncollision transport accident in nontraffic accident, subsequent encounter",
ICD10,8a366cce-8767-451b-99cf-df0cfc64801d,24103,,M9130,,true,,"Pseudocoxalgia, unspecified hip",,"Pseudocoxalgia, unspecified hip",
ICD10,8a3682d7-3272-446f-9882-c0f38857a98c,27156,,O361992,,true,,"Maternal care for oth isoimmun, unsp trimester, fetus 2",,"Maternal care for other isoimmunization, unspecified trimester, fetus 2",
ICD10,8a371176-2987-4ae8-bdbe-e90e1bc3ae58,52253,,S62299G,,true,,"Oth fx first MC bone, unsp hand, subs for fx w delay heal",,"Other fracture of first metacarpal bone, unspecified hand, subsequent encounter for fracture with delayed healing",
ICD10,8a37e39f-00fc-40d8-bb0b-7b94fc1a7707,44661,,S50342S,,true,,"External constriction of left elbow, sequela",,"External constriction of left elbow, sequela",
ICD10,8a38e35c-e889-4de9-a9fb-e9cc70f45fee,63535,,S82455H,,true,,"Nondisp commnt fx shaft of l fibula, 7thH",,"Nondisplaced comminuted fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with delayed healing",
ICD10,8a38e5ea-71c3-48ea-98ce-b94cf850b430,05274,,F10221,,true,,Alcohol dependence with intoxication delirium,,Alcohol dependence with intoxication delirium,
ICD10,8a39af69-5c15-42cc-bf37-182a7ac8dc88,67434,,S92021D,,true,,"Disp fx of ant pro of r calcaneus, subs for fx w routn heal",,"Displaced fracture of anterior process of right calcaneus, subsequent encounter for fracture with routine healing",
ICD10,8a39fd37-ca2a-4fdf-86db-ea09ce62cadf,08437,,H1850,,false,,Unspecified hereditary corneal dystrophies,,Unspecified hereditary corneal dystrophies,
ICD10,8a3af98a-a405-4937-8680-f4e31850268d,33326,,S06373D,,true,,"Contus/lac/hem crblm w LOC of 1-5 hrs 59 min, subs",,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 1 hour to 5 hours 59 minutes, subsequent encounter",
ICD10,8a3b0ed4-d852-4237-b8d9-d76b2431ee17,97226,,Z89022,,true,,Acquired absence of left finger(s),,Acquired absence of left finger(s),
ICD10,8a3b285c-207b-48b3-b26b-3467d9267883,91003,,W000XXS,,true,,"Fall on same level due to ice and snow, sequela",,"Fall on same level due to ice and snow, sequela",
ICD10,8a3b393d-51e9-4b65-9787-85892db43f91,17222,,M1A442,,false,,"Other secondary chronic gout, left hand",,"Other secondary chronic gout, left hand",
ICD10,8a3b932c-94ee-4abb-b084-d54ba1bd46c0,57386,,S72046P,,true,,"Nondisp fx of base of nk of unsp femr, 7thP",,"Nondisplaced fracture of base of neck of unspecified femur, subsequent encounter for closed fracture with malunion",
ICD10,8a3c204a-ece8-47a0-a7bd-cba9f703c817,69865,,S96211A,,true,,"Strain of intrinsic msl/tnd at ank/ft level, r foot, init",,"Strain of intrinsic muscle and tendon at ankle and foot level, right foot, initial encounter",
ICD10,8a3c8696-b4ae-49ba-8e7f-1f4e88b6e00c,30757,,R419,,true,,Unsp symptoms and signs w cognitive functions and awareness,,Unspecified symptoms and signs involving cognitive functions and awareness,
ICD10,8a3c9408-755d-4734-8419-1d694abd8cc3,03348,,D383,,true,,Neoplasm of uncertain behavior of mediastinum,,Neoplasm of uncertain behavior of mediastinum,
ICD10,8a3cebbe-c3e6-4839-a062-ce5b127862b7,81842,,T6394XD,,true,,"Toxic effect of contact w unsp venomous animal, undet, subs",,"Toxic effect of contact with unspecified venomous animal, undetermined, subsequent encounter",
ICD10,8a3f871c-8b27-4977-8594-ddae71058383,01745,,C4489,,true,,Oth malignant neoplasm of overlapping sites of skin,,Other specified malignant neoplasm of overlapping sites of skin,
ICD10,8a3fbf28-0f7e-4801-a0d2-1ccc126fc131,00203,,A278,,false,,Other forms of leptospirosis,,Other forms of leptospirosis,
ICD10,8a408788-bf78-4930-b046-89cd8b8b52dc,04293,,E110,,false,,Type 2 diabetes mellitus with hyperosmolarity,,Type 2 diabetes mellitus with hyperosmolarity,
ICD10,8a40a826-53db-4cbb-a370-70f221e9bf10,33327,,S06373S,,true,,"Contus/lac/hem crblm w LOC of 1-5 hrs 59 min, sequela",,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 1 hour to 5 hours 59 minutes, sequela",
ICD10,8a41aee6-de3d-4ad2-ae7b-ec038080d349,65152,,S85102,,false,,"Unspecified injury of unspecified tibial artery, left leg",,"Unspecified injury of unspecified tibial artery, left leg",
ICD10,8a421364-da41-4e5e-82dc-2acb5791d895,29447,,Q2739,,true,,"Arteriovenous malformation, other site",,"Arteriovenous malformation, other site",
ICD10,8a422461-233b-4bbc-aaba-6d617472d38c,15947,,M00079,,true,,"Staphylococcal arthritis, unspecified ankle and foot",,"Staphylococcal arthritis, unspecified ankle and foot",
ICD10,8a43011f-11da-4ccc-92db-0a566d2036c7,60836,,S8010XS,,true,,"Contusion of unspecified lower leg, sequela",,"Contusion of unspecified lower leg, sequela",
ICD10,8a43282a-d637-4096-8b3a-81fa65daf563,91046,,W01190D,,true,,"Fall same lev from slip/trip w strike agnst furniture, subs",,"Fall on same level from slipping, tripping and stumbling with subsequent striking against furniture, subsequent encounter",
ICD10,8a43656a-58bd-4f77-a96d-7ab92fa05441,61984,,S82132,,false,,Displaced fracture of medial condyle of left tibia,,Displaced fracture of medial condyle of left tibia,
ICD10,8a441472-5a81-47b5-9cd4-311e84b63ba8,47884,,S52621P,,true,,"Torus fx lower end of right ulna, subs for fx w malunion",,"Torus fracture of lower end of right ulna, subsequent encounter for fracture with malunion",
ICD10,8a441757-3c76-4f00-bad3-f17aec648ec0,87465,,V412XXA,,true,,"Person outside car injured in clsn w pedl cyc nontraf, init",,"Person on outside of car injured in collision with pedal cycle in nontraffic accident, initial encounter",
ICD10,8a4417b0-63b7-4894-a466-a3543df0b22c,39411,,S32602D,,true,,"Unsp fracture of left ischium, subs for fx w routn heal",,"Unspecified fracture of left ischium, subsequent encounter for fracture with routine healing",
ICD10,8a44a988-81dd-4d6a-a4ad-f0038d568a26,45479,,S52119K,,true,,"Torus fx upper end of unsp radius, subs for fx w nonunion",,"Torus fracture of upper end of unspecified radius, subsequent encounter for fracture with nonunion",
ICD10,8a455bea-8b79-469c-800d-004e94b7270a,07779,,H05261,,true,,"Pulsating exophthalmos, right eye",,"Pulsating exophthalmos, right eye",
ICD10,8a45c678-2d3e-467a-8c9c-10492800d721,52024,,S62212G,,true,,"Bennett's fracture, left hand, subs for fx w delay heal",,"Bennett's fracture, left hand, subsequent encounter for fracture with delayed healing",
ICD10,8a4745f6-5df8-4cd8-a1cc-8fe8d15c19cc,73883,,T24511D,,true,,"Corrosion of first degree of right thigh, subs encntr",,"Corrosion of first degree of right thigh, subsequent encounter",
ICD10,8a4790b4-7da9-481e-9740-2ef47334d251,84755,,T85511D,,true,,"Breakdown of esophageal anti-reflux device, subs",,"Breakdown (mechanical) of esophageal anti-reflux device, subsequent encounter",
